NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,,
21,"15,625",49.25,9,"6,944.44",49.25,2.33,0.37,0.23,0.77,,
21,"15,625",49.25,9,"8,402.78",49.25,2.33,0.37,0.23,0.77,,
21,"15,625",49.25,13,"10,000",49.25,1.62,0.21,0.13,0.87,,
21,"15,625",49.25,13,"11,736.11",49.25,1.62,0.21,0.13,0.87,,
21,"15,625",49.25,21,"13,611.11",49.25,1.00,0.00,0.00,1.00,,
21,"15,625",49.25,21,"15,625",49.25,1.00,0.00,0.00,1.00,,
21,"15,625",49.25,21,"17,777.78",49.25,1.00,0.00,0.00,1.00,,
21,"15,625",49.25,28,"20,069.44",49.25,0.75,-0.12,0.08,0.92,,
21,"15,625",49.25,37,"22,500",49.25,0.57,-0.25,0.16,0.84,,
21,"15,625",49.25,37,"25,069.44",49.25,0.57,-0.25,0.16,0.84,,
21,"15,625",49.25,37,"27,777.78",49.25,0.57,-0.25,0.16,0.84,,
21,"15,625",49.25,45,"30,625",49.25,0.47,-0.33,0.21,0.79,,
21,"15,625",49.25,45,"33,611.11",49.25,0.47,-0.33,0.21,0.79,,
21,"15,625",49.25,49,"36,736.11",49.25,0.43,-0.37,0.23,0.77,,
21,"15,625",49.25,57,"40,000",49.25,0.37,-0.43,0.28,0.72,,
21,"17,777.78",49.25,9,"5,625",49.25,2.33,0.37,0.23,0.77,,
21,"17,777.78",49.25,9,"6,944.44",49.25,2.33,0.37,0.23,0.77,,
21,"17,777.78",49.25,9,"8,402.78",49.25,2.33,0.37,0.23,0.77,,
21,"17,777.78",49.25,13,"10,000",49.25,1.62,0.21,0.13,0.87,,
21,"17,777.78",49.25,13,"11,736.11",49.25,1.62,0.21,0.13,0.87,,
21,"17,777.78",49.25,21,"13,611.11",49.25,1.00,0.00,0.00,1.00,,
21,"17,777.78",49.25,21,"15,625",49.25,1.00,0.00,0.00,1.00,,
21,"17,777.78",49.25,21,"17,777.78",49.25,1.00,0.00,0.00,1.00,,
21,"17,777.78",49.25,28,"20,069.44",49.25,0.75,-0.12,0.08,0.92,,
21,"17,777.78",49.25,37,"22,500",49.25,0.57,-0.25,0.16,0.84,,
21,"17,777.78",49.25,37,"25,069.44",49.25,0.57,-0.25,0.16,0.84,,
21,"17,777.78",49.25,37,"27,777.78",49.25,0.57,-0.25,0.16,0.84,,
21,"17,777.78",49.25,45,"30,625",49.25,0.47,-0.33,0.21,0.79,,
21,"17,777.78",49.25,45,"33,611.11",49.25,0.47,-0.33,0.21,0.79,,
21,"17,777.78",49.25,49,"36,736.11",49.25,0.43,-0.37,0.23,0.77,,
21,"17,777.78",49.25,57,"40,000",49.25,0.37,-0.43,0.28,0.72,,
28,"20,069.44",49.25,9,"5,625",49.25,3.11,0.49,0.31,0.69,,
28,"20,069.44",49.25,9,"6,944.44",49.25,3.11,0.49,0.31,0.69,,
28,"20,069.44",49.25,9,"8,402.78",49.25,3.11,0.49,0.31,0.69,,
28,"20,069.44",49.25,13,"10,000",49.25,2.15,0.33,0.21,0.79,,
28,"20,069.44",49.25,13,"11,736.11",49.25,2.15,0.33,0.21,0.79,,
28,"20,069.44",49.25,21,"13,611.11",49.25,1.33,0.12,0.08,0.92,,
28,"20,069.44",49.25,21,"15,625",49.25,1.33,0.12,0.08,0.92,,
28,"20,069.44",49.25,21,"17,777.78",49.25,1.33,0.12,0.08,0.92,,
28,"20,069.44",49.25,28,"20,069.44",49.25,1.00,0.00,0.00,1.00,,
28,"20,069.44",49.25,37,"22,500",49.25,0.76,-0.12,0.08,0.92,,
28,"20,069.44",49.25,37,"25,069.44",49.25,0.76,-0.12,0.08,0.92,,
28,"20,069.44",49.25,37,"27,777.78",49.25,0.76,-0.12,0.08,0.92,,
28,"20,069.44",49.25,45,"30,625",49.25,0.62,-0.21,0.13,0.87,,
28,"20,069.44",49.25,45,"33,611.11",49.25,0.62,-0.21,0.13,0.87,,
28,"20,069.44",49.25,49,"36,736.11",49.25,0.57,-0.24,0.15,0.85,,
28,"20,069.44",49.25,57,"40,000",49.25,0.49,-0.31,0.20,0.80,,
37,"22,500",49.25,9,"5,625",49.25,4.11,0.61,0.39,0.61,,
37,"22,500",49.25,9,"6,944.44",49.25,4.11,0.61,0.39,0.61,,
37,"22,500",49.25,9,"8,402.78",49.25,4.11,0.61,0.39,0.61,,
37,"22,500",49.25,13,"10,000",49.25,2.85,0.45,0.29,0.71,,
37,"22,500",49.25,13,"11,736.11",49.25,2.85,0.45,0.29,0.71,,
37,"22,500",49.25,21,"13,611.11",49.25,1.76,0.25,0.16,0.84,,
37,"22,500",49.25,21,"15,625",49.25,1.76,0.25,0.16,0.84,,
37,"22,500",49.25,21,"17,777.78",49.25,1.76,0.25,0.16,0.84,,
37,"22,500",49.25,28,"20,069.44",49.25,1.32,0.12,0.08,0.92,,
37,"22,500",49.25,37,"22,500",49.25,1.00,0.00,0.00,1.00,,
37,"22,500",49.25,37,"25,069.44",49.25,1.00,0.00,0.00,1.00,,
37,"22,500",49.25,37,"27,777.78",49.25,1.00,0.00,0.00,1.00,,
37,"22,500",49.25,45,"30,625",49.25,0.82,-0.09,0.05,0.95,,
37,"22,500",49.25,45,"33,611.11",49.25,0.82,-0.09,0.05,0.95,,
37,"22,500",49.25,49,"36,736.11",49.25,0.76,-0.12,0.08,0.92,,
37,"22,500",49.25,57,"40,000",49.25,0.65,-0.19,0.12,0.88,,
37,"25,069.44",49.25,9,"5,625",49.25,4.11,0.61,0.39,0.61,,
37,"25,069.44",49.25,9,"6,944.44",49.25,4.11,0.61,0.39,0.61,,
37,"25,069.44",49.25,9,"8,402.78",49.25,4.11,0.61,0.39,0.61,,
37,"25,069.44",49.25,13,"10,000",49.25,2.85,0.45,0.29,0.71,,
37,"25,069.44",49.25,13,"11,736.11",49.25,2.85,0.45,0.29,0.71,,
37,"25,069.44",49.25,21,"13,611.11",49.25,1.76,0.25,0.16,0.84,,
37,"25,069.44",49.25,21,"15,625",49.25,1.76,0.25,0.16,0.84,,
37,"25,069.44",49.25,21,"17,777.78",49.25,1.76,0.25,0.16,0.84,,
37,"25,069.44",49.25,28,"20,069.44",49.25,1.32,0.12,0.08,0.92,,
37,"25,069.44",49.25,37,"22,500",49.25,1.00,0.00,0.00,1.00,,
37,"25,069.44",49.25,37,"25,069.44",49.25,1.00,0.00,0.00,1.00,,
37,"25,069.44",49.25,37,"27,777.78",49.25,1.00,0.00,0.00,1.00,,
37,"25,069.44",49.25,45,"30,625",49.25,0.82,-0.09,0.05,0.95,,
37,"25,069.44",49.25,45,"33,611.11",49.25,0.82,-0.09,0.05,0.95,,
37,"25,069.44",49.25,49,"36,736.11",49.25,0.76,-0.12,0.08,0.92,,
37,"25,069.44",49.25,57,"40,000",49.25,0.65,-0.19,0.12,0.88,,
37,"27,777.78",49.25,9,"5,625",49.25,4.11,0.61,0.39,0.61,,
37,"27,777.78",49.25,9,"6,944.44",49.25,4.11,0.61,0.39,0.61,,
37,"27,777.78",49.25,9,"8,402.78",49.25,4.11,0.61,0.39,0.61,,
37,"27,777.78",49.25,13,"10,000",49.25,2.85,0.45,0.29,0.71,,
37,"27,777.78",49.25,13,"11,736.11",49.25,2.85,0.45,0.29,0.71,,
37,"27,777.78",49.25,21,"13,611.11",49.25,1.76,0.25,0.16,0.84,,
37,"27,777.78",49.25,21,"15,625",49.25,1.76,0.25,0.16,0.84,,
37,"27,777.78",49.25,21,"17,777.78",49.25,1.76,0.25,0.16,0.84,,
37,"27,777.78",49.25,28,"20,069.44",49.25,1.32,0.12,0.08,0.92,,
37,"27,777.78",49.25,37,"22,500",49.25,1.00,0.00,0.00,1.00,,
37,"27,777.78",49.25,37,"25,069.44",49.25,1.00,0.00,0.00,1.00,,
37,"27,777.78",49.25,37,"27,777.78",49.25,1.00,0.00,0.00,1.00,,
37,"27,777.78",49.25,45,"30,625",49.25,0.82,-0.09,0.05,0.95,,
37,"27,777.78",49.25,45,"33,611.11",49.25,0.82,-0.09,0.05,0.95,,
37,"27,777.78",49.25,49,"36,736.11",49.25,0.76,-0.12,0.08,0.92,,
37,"27,777.78",49.25,57,"40,000",49.25,0.65,-0.19,0.12,0.88,,
45,"30,625",49.25,9,"5,625",49.25,5.00,0.70,0.45,0.55,,
45,"30,625",49.25,9,"6,944.44",49.25,5.00,0.70,0.45,0.55,,
45,"30,625",49.25,9,"8,402.78",49.25,5.00,0.70,0.45,0.55,,
45,"30,625",49.25,13,"10,000",49.25,3.46,0.54,0.34,0.66,,
45,"30,625",49.25,13,"11,736.11",49.25,3.46,0.54,0.34,0.66,,
45,"30,625",49.25,21,"13,611.11",49.25,2.14,0.33,0.21,0.79,,
45,"30,625",49.25,21,"15,625",49.25,2.14,0.33,0.21,0.79,,
45,"30,625",49.25,21,"17,777.78",49.25,2.14,0.33,0.21,0.79,,
45,"30,625",49.25,28,"20,069.44",49.25,1.61,0.21,0.13,0.87,,
45,"30,625",49.25,37,"22,500",49.25,1.22,0.09,0.05,0.95,,
45,"30,625",49.25,37,"25,069.44",49.25,1.22,0.09,0.05,0.95,,
45,"30,625",49.25,37,"27,777.78",49.25,1.22,0.09,0.05,0.95,,
45,"30,625",49.25,45,"30,625",49.25,1.00,0.00,0.00,1.00,,
45,"30,625",49.25,45,"33,611.11",49.25,1.00,0.00,0.00,1.00,,
45,"30,625",49.25,49,"36,736.11",49.25,0.92,-0.04,0.02,0.98,,
45,"30,625",49.25,57,"40,000",49.25,0.79,-0.10,0.07,0.93,,
45,"33,611.11",49.25,9,"5,625",49.25,5.00,0.70,0.45,0.55,,
45,"33,611.11",49.25,9,"6,944.44",49.25,5.00,0.70,0.45,0.55,,
45,"33,611.11",49.25,9,"8,402.78",49.25,5.00,0.70,0.45,0.55,,
45,"33,611.11",49.25,13,"10,000",49.25,3.46,0.54,0.34,0.66,,
45,"33,611.11",49.25,13,"11,736.11",49.25,3.46,0.54,0.34,0.66,,
45,"33,611.11",49.25,21,"13,611.11",49.25,2.14,0.33,0.21,0.79,,
45,"33,611.11",49.25,21,"15,625",49.25,2.14,0.33,0.21,0.79,,
45,"33,611.11",49.25,21,"17,777.78",49.25,2.14,0.33,0.21,0.79,,
45,"33,611.11",49.25,28,"20,069.44",49.25,1.61,0.21,0.13,0.87,,
45,"33,611.11",49.25,37,"22,500",49.25,1.22,0.09,0.05,0.95,,
45,"33,611.11",49.25,37,"25,069.44",49.25,1.22,0.09,0.05,0.95,,
45,"33,611.11",49.25,37,"27,777.78",49.25,1.22,0.09,0.05,0.95,,
45,"33,611.11",49.25,45,"30,625",49.25,1.00,0.00,0.00,1.00,,
45,"33,611.11",49.25,45,"33,611.11",49.25,1.00,0.00,0.00,1.00,,
45,"33,611.11",49.25,49,"36,736.11",49.25,0.92,-0.04,0.02,0.98,,
45,"33,611.11",49.25,57,"40,000",49.25,0.79,-0.10,0.07,0.93,,
49,"36,736.11",49.25,9,"5,625",49.25,5.44,0.74,0.47,0.53,,
49,"36,736.11",49.25,9,"6,944.44",49.25,5.44,0.74,0.47,0.53,,
49,"36,736.11",49.25,9,"8,402.78",49.25,5.44,0.74,0.47,0.53,,
49,"36,736.11",49.25,13,"10,000",49.25,3.77,0.58,0.37,0.63,,
49,"36,736.11",49.25,13,"11,736.11",49.25,3.77,0.58,0.37,0.63,,
49,"36,736.11",49.25,21,"13,611.11",49.25,2.33,0.37,0.23,0.77,,
49,"36,736.11",49.25,21,"15,625",49.25,2.33,0.37,0.23,0.77,,
49,"36,736.11",49.25,21,"17,777.78",49.25,2.33,0.37,0.23,0.77,,
49,"36,736.11",49.25,28,"20,069.44",49.25,1.75,0.24,0.15,0.85,,
49,"36,736.11",49.25,37,"22,500",49.25,1.32,0.12,0.08,0.92,,
49,"36,736.11",49.25,37,"25,069.44",49.25,1.32,0.12,0.08,0.92,,
49,"36,736.11",49.25,37,"27,777.78",49.25,1.32,0.12,0.08,0.92,,
49,"36,736.11",49.25,45,"30,625",49.25,1.09,0.04,0.02,0.98,,
49,"36,736.11",49.25,45,"33,611.11",49.25,1.09,0.04,0.02,0.98,,
49,"36,736.11",49.25,49,"36,736.11",49.25,1.00,0.00,0.00,1.00,,
49,"36,736.11",49.25,57,"40,000",49.25,0.86,-0.07,0.04,0.96,,
57,"40,000",49.25,9,"5,625",49.25,6.33,0.80,0.51,0.49,,
57,"40,000",49.25,9,"6,944.44",49.25,6.33,0.80,0.51,0.49,,
57,"40,000",49.25,9,"8,402.78",49.25,6.33,0.80,0.51,0.49,,
57,"40,000",49.25,13,"10,000",49.25,4.38,0.64,0.41,0.59,,
57,"40,000",49.25,13,"11,736.11",49.25,4.38,0.64,0.41,0.59,,
57,"40,000",49.25,21,"13,611.11",49.25,2.71,0.43,0.28,0.72,,
57,"40,000",49.25,21,"15,625",49.25,2.71,0.43,0.28,0.72,,
57,"40,000",49.25,21,"17,777.78",49.25,2.71,0.43,0.28,0.72,,
57,"40,000",49.25,28,"20,069.44",49.25,2.04,0.31,0.20,0.80,,
57,"40,000",49.25,37,"22,500",49.25,1.54,0.19,0.12,0.88,,
57,"40,000",49.25,37,"25,069.44",49.25,1.54,0.19,0.12,0.88,,
57,"40,000",49.25,37,"27,777.78",49.25,1.54,0.19,0.12,0.88,,
57,"40,000",49.25,45,"30,625",49.25,1.27,0.10,0.07,0.93,,
57,"40,000",49.25,45,"33,611.11",49.25,1.27,0.10,0.07,0.93,,
57,"40,000",49.25,49,"36,736.11",49.25,1.16,0.07,0.04,0.96,,
57,"40,000",49.25,57,"40,000",49.25,1.00,0.00,0.00,1.00,,
9,"5,625",62.33,9,"5,625",62.33,1.00,0.00,0.00,1.00,,
9,"5,625",62.33,9,"6,944.44",62.33,1.00,0.00,0.00,1.00,,
9,"5,625",62.33,9,"8,402.78",62.33,1.00,0.00,0.00,1.00,,
9,"5,625",62.33,9,"10,000",62.33,1.00,0.00,0.00,1.00,,
9,"5,625",62.33,9,"11,736.11",62.33,1.00,0.00,0.00,1.00,,
9,"5,625",62.33,13,"13,611.11",62.33,0.69,-0.16,0.10,0.90,,
9,"5,625",62.33,21,"15,625",62.33,0.43,-0.37,0.23,0.77,,
9,"5,625",62.33,21,"17,777.78",62.33,0.43,-0.37,0.23,0.77,,
9,"5,625",62.33,21,"20,069.44",62.33,0.43,-0.37,0.23,0.77,,
9,"5,625",62.33,25,"22,500",62.33,0.36,-0.44,0.28,0.72,,
9,"5,625",62.33,29,"25,069.44",62.33,0.31,-0.51,0.32,0.68,,
9,"5,625",62.33,29,"27,777.78",62.33,0.31,-0.51,0.32,0.68,,
9,"5,625",62.33,37,"30,625",62.33,0.24,-0.61,0.39,0.61,,
9,"5,625",62.33,45,"33,611.11",62.33,0.20,-0.70,0.45,0.55,,
9,"5,625",62.33,45,"36,736.11",62.33,0.20,-0.70,0.45,0.55,,
9,"5,625",62.33,45,"40,000",62.33,0.20,-0.70,0.45,0.55,,
9,"6,944.44",62.33,9,"5,625",62.33,1.00,0.00,0.00,1.00,,
9,"6,944.44",62.33,9,"6,944.44",62.33,1.00,0.00,0.00,1.00,,
9,"6,944.44",62.33,9,"8,402.78",62.33,1.00,0.00,0.00,1.00,,
9,"6,944.44",62.33,9,"10,000",62.33,1.00,0.00,0.00,1.00,,
9,"6,944.44",62.33,9,"11,736.11",62.33,1.00,0.00,0.00,1.00,,
9,"6,944.44",62.33,13,"13,611.11",62.33,0.69,-0.16,0.10,0.90,,
9,"6,944.44",62.33,21,"15,625",62.33,0.43,-0.37,0.23,0.77,,
9,"6,944.44",62.33,21,"17,777.78",62.33,0.43,-0.37,0.23,0.77,,
9,"6,944.44",62.33,21,"20,069.44",62.33,0.43,-0.37,0.23,0.77,,
9,"6,944.44",62.33,25,"22,500",62.33,0.36,-0.44,0.28,0.72,,
9,"6,944.44",62.33,29,"25,069.44",62.33,0.31,-0.51,0.32,0.68,,
9,"6,944.44",62.33,29,"27,777.78",62.33,0.31,-0.51,0.32,0.68,,
9,"6,944.44",62.33,37,"30,625",62.33,0.24,-0.61,0.39,0.61,,
9,"6,944.44",62.33,45,"33,611.11",62.33,0.20,-0.70,0.45,0.55,,
9,"6,944.44",62.33,45,"36,736.11",62.33,0.20,-0.70,0.45,0.55,,
9,"6,944.44",62.33,45,"40,000",62.33,0.20,-0.70,0.45,0.55,,
9,"8,402.78",62.33,9,"5,625",62.33,1.00,0.00,0.00,1.00,,
9,"8,402.78",62.33,9,"6,944.44",62.33,1.00,0.00,0.00,1.00,,
9,"8,402.78",62.33,9,"8,402.78",62.33,1.00,0.00,0.00,1.00,,
9,"8,402.78",62.33,9,"10,000",62.33,1.00,0.00,0.00,1.00,,
9,"8,402.78",62.33,9,"11,736.11",62.33,1.00,0.00,0.00,1.00,,
9,"8,402.78",62.33,13,"13,611.11",62.33,0.69,-0.16,0.10,0.90,,
9,"8,402.78",62.33,21,"15,625",62.33,0.43,-0.37,0.23,0.77,,
9,"8,402.78",62.33,21,"17,777.78",62.33,0.43,-0.37,0.23,0.77,,
9,"8,402.78",62.33,21,"20,069.44",62.33,0.43,-0.37,0.23,0.77,,
9,"8,402.78",62.33,25,"22,500",62.33,0.36,-0.44,0.28,0.72,,
9,"8,402.78",62.33,29,"25,069.44",62.33,0.31,-0.51,0.32,0.68,,
9,"8,402.78",62.33,29,"27,777.78",62.33,0.31,-0.51,0.32,0.68,,
9,"8,402.78",62.33,37,"30,625",62.33,0.24,-0.61,0.39,0.61,,
9,"8,402.78",62.33,45,"33,611.11",62.33,0.20,-0.70,0.45,0.55,,
9,"8,402.78",62.33,45,"36,736.11",62.33,0.20,-0.70,0.45,0.55,,
9,"8,402.78",62.33,45,"40,000",62.33,0.20,-0.70,0.45,0.55,,
9,"10,000",62.33,9,"5,625",62.33,1.00,0.00,0.00,1.00,,
9,"10,000",62.33,9,"6,944.44",62.33,1.00,0.00,0.00,1.00,,
9,"10,000",62.33,9,"8,402.78",62.33,1.00,0.00,0.00,1.00,,
9,"10,000",62.33,9,"10,000",62.33,1.00,0.00,0.00,1.00,,
9,"10,000",62.33,9,"11,736.11",62.33,1.00,0.00,0.00,1.00,,
9,"10,000",62.33,13,"13,611.11",62.33,0.69,-0.16,0.10,0.90,,
9,"10,000",62.33,21,"15,625",62.33,0.43,-0.37,0.23,0.77,,
9,"10,000",62.33,21,"17,777.78",62.33,0.43,-0.37,0.23,0.77,,
9,"10,000",62.33,21,"20,069.44",62.33,0.43,-0.37,0.23,0.77,,
9,"10,000",62.33,25,"22,500",62.33,0.36,-0.44,0.28,0.72,,
9,"10,000",62.33,29,"25,069.44",62.33,0.31,-0.51,0.32,0.68,,
9,"10,000",62.33,29,"27,777.78",62.33,0.31,-0.51,0.32,0.68,,
9,"10,000",62.33,37,"30,625",62.33,0.24,-0.61,0.39,0.61,,
9,"10,000",62.33,45,"33,611.11",62.33,0.20,-0.70,0.45,0.55,,
9,"10,000",62.33,45,"36,736.11",62.33,0.20,-0.70,0.45,0.55,,
9,"10,000",62.33,45,"40,000",62.33,0.20,-0.70,0.45,0.55,,
9,"11,736.11",62.33,9,"5,625",62.33,1.00,0.00,0.00,1.00,,
9,"11,736.11",62.33,9,"6,944.44",62.33,1.00,0.00,0.00,1.00,,
9,"11,736.11",62.33,9,"8,402.78",62.33,1.00,0.00,0.00,1.00,,
9,"11,736.11",62.33,9,"10,000",62.33,1.00,0.00,0.00,1.00,,
9,"11,736.11",62.33,9,"11,736.11",62.33,1.00,0.00,0.00,1.00,,
9,"11,736.11",62.33,13,"13,611.11",62.33,0.69,-0.16,0.10,0.90,,
9,"11,736.11",62.33,21,"15,625",62.33,0.43,-0.37,0.23,0.77,,
9,"11,736.11",62.33,21,"17,777.78",62.33,0.43,-0.37,0.23,0.77,,
9,"11,736.11",62.33,21,"20,069.44",62.33,0.43,-0.37,0.23,0.77,,
9,"11,736.11",62.33,25,"22,500",62.33,0.36,-0.44,0.28,0.72,,
9,"11,736.11",62.33,29,"25,069.44",62.33,0.31,-0.51,0.32,0.68,,
9,"11,736.11",62.33,29,"27,777.78",62.33,0.31,-0.51,0.32,0.68,,
9,"11,736.11",62.33,37,"30,625",62.33,0.24,-0.61,0.39,0.61,,
9,"11,736.11",62.33,45,"33,611.11",62.33,0.20,-0.70,0.45,0.55,,
9,"11,736.11",62.33,45,"36,736.11",62.33,0.20,-0.70,0.45,0.55,,
9,"11,736.11",62.33,45,"40,000",62.33,0.20,-0.70,0.45,0.55,,
13,"13,611.11",62.33,9,"5,625",62.33,1.44,0.16,0.10,0.90,,
13,"13,611.11",62.33,9,"6,944.44",62.33,1.44,0.16,0.10,0.90,,
13,"13,611.11",62.33,9,"8,402.78",62.33,1.44,0.16,0.10,0.90,,
13,"13,611.11",62.33,9,"10,000",62.33,1.44,0.16,0.10,0.90,,
13,"13,611.11",62.33,9,"11,736.11",62.33,1.44,0.16,0.10,0.90,,
13,"13,611.11",62.33,13,"13,611.11",62.33,1.00,0.00,0.00,1.00,,
13,"13,611.11",62.33,21,"15,625",62.33,0.62,-0.21,0.13,0.87,,
13,"13,611.11",62.33,21,"17,777.78",62.33,0.62,-0.21,0.13,0.87,,
13,"13,611.11",62.33,21,"20,069.44",62.33,0.62,-0.21,0.13,0.87,,
13,"13,611.11",62.33,25,"22,500",62.33,0.52,-0.28,0.18,0.82,,
13,"13,611.11",62.33,29,"25,069.44",62.33,0.45,-0.35,0.22,0.78,,
13,"13,611.11",62.33,29,"27,777.78",62.33,0.45,-0.35,0.22,0.78,,
13,"13,611.11",62.33,37,"30,625",62.33,0.35,-0.45,0.29,0.71,,
13,"13,611.11",62.33,45,"33,611.11",62.33,0.29,-0.54,0.34,0.66,,
13,"13,611.11",62.33,45,"36,736.11",62.33,0.29,-0.54,0.34,0.66,,
13,"13,611.11",62.33,45,"40,000",62.33,0.29,-0.54,0.34,0.66,,
21,"15,625",62.33,9,"5,625",62.33,2.33,0.37,0.23,0.77,,
21,"15,625",62.33,9,"6,944.44",62.33,2.33,0.37,0.23,0.77,,
21,"15,625",62.33,9,"8,402.78",62.33,2.33,0.37,0.23,0.77,,
21,"15,625",62.33,9,"10,000",62.33,2.33,0.37,0.23,0.77,,
21,"15,625",62.33,9,"11,736.11",62.33,2.33,0.37,0.23,0.77,,
21,"15,625",62.33,13,"13,611.11",62.33,1.62,0.21,0.13,0.87,,
21,"15,625",62.33,21,"15,625",62.33,1.00,0.00,0.00,1.00,,
21,"15,625",62.33,21,"17,777.78",62.33,1.00,0.00,0.00,1.00,,
21,"15,625",62.33,21,"20,069.44",62.33,1.00,0.00,0.00,1.00,,
21,"15,625",62.33,25,"22,500",62.33,0.84,-0.08,0.05,0.95,,
21,"15,625",62.33,29,"25,069.44",62.33,0.72,-0.14,0.09,0.91,,
21,"15,625",62.33,29,"27,777.78",62.33,0.72,-0.14,0.09,0.91,,
21,"15,625",62.33,37,"30,625",62.33,0.57,-0.25,0.16,0.84,,
21,"15,625",62.33,45,"33,611.11",62.33,0.47,-0.33,0.21,0.79,,
21,"15,625",62.33,45,"36,736.11",62.33,0.47,-0.33,0.21,0.79,,
21,"15,625",62.33,45,"40,000",62.33,0.47,-0.33,0.21,0.79,,
21,"17,777.78",62.33,9,"5,625",62.33,2.33,0.37,0.23,0.77,,
21,"17,777.78",62.33,9,"6,944.44",62.33,2.33,0.37,0.23,0.77,,
21,"17,777.78",62.33,9,"8,402.78",62.33,2.33,0.37,0.23,0.77,,
21,"17,777.78",62.33,9,"10,000",62.33,2.33,0.37,0.23,0.77,,
21,"17,777.78",62.33,9,"11,736.11",62.33,2.33,0.37,0.23,0.77,,
21,"17,777.78",62.33,13,"13,611.11",62.33,1.62,0.21,0.13,0.87,,
21,"17,777.78",62.33,21,"15,625",62.33,1.00,0.00,0.00,1.00,,
21,"17,777.78",62.33,21,"17,777.78",62.33,1.00,0.00,0.00,1.00,,
21,"17,777.78",62.33,21,"20,069.44",62.33,1.00,0.00,0.00,1.00,,
21,"17,777.78",62.33,25,"22,500",62.33,0.84,-0.08,0.05,0.95,,
21,"17,777.78",62.33,29,"25,069.44",62.33,0.72,-0.14,0.09,0.91,,
21,"17,777.78",62.33,29,"27,777.78",62.33,0.72,-0.14,0.09,0.91,,
21,"17,777.78",62.33,37,"30,625",62.33,0.57,-0.25,0.16,0.84,,
21,"17,777.78",62.33,45,"33,611.11",62.33,0.47,-0.33,0.21,0.79,,
21,"17,777.78",62.33,45,"36,736.11",62.33,0.47,-0.33,0.21,0.79,,
21,"17,777.78",62.33,45,"40,000",62.33,0.47,-0.33,0.21,0.79,,
21,"20,069.44",62.33,9,"5,625",62.33,2.33,0.37,0.23,0.77,,
21,"20,069.44",62.33,9,"6,944.44",62.33,2.33,0.37,0.23,0.77,,
21,"20,069.44",62.33,9,"8,402.78",62.33,2.33,0.37,0.23,0.77,,
21,"20,069.44",62.33,9,"10,000",62.33,2.33,0.37,0.23,0.77,,
21,"20,069.44",62.33,9,"11,736.11",62.33,2.33,0.37,0.23,0.77,,
21,"20,069.44",62.33,13,"13,611.11",62.33,1.62,0.21,0.13,0.87,,
21,"20,069.44",62.33,21,"15,625",62.33,1.00,0.00,0.00,1.00,,
21,"20,069.44",62.33,21,"17,777.78",62.33,1.00,0.00,0.00,1.00,,
21,"20,069.44",62.33,21,"20,069.44",62.33,1.00,0.00,0.00,1.00,,
21,"20,069.44",62.33,25,"22,500",62.33,0.84,-0.08,0.05,0.95,,
21,"20,069.44",62.33,29,"25,069.44",62.33,0.72,-0.14,0.09,0.91,,
21,"20,069.44",62.33,29,"27,777.78",62.33,0.72,-0.14,0.09,0.91,,
21,"20,069.44",62.33,37,"30,625",62.33,0.57,-0.25,0.16,0.84,,
21,"20,069.44",62.33,45,"33,611.11",62.33,0.47,-0.33,0.21,0.79,,
21,"20,069.44",62.33,45,"36,736.11",62.33,0.47,-0.33,0.21,0.79,,
21,"20,069.44",62.33,45,"40,000",62.33,0.47,-0.33,0.21,0.79,,
25,"22,500",62.33,9,"5,625",62.33,2.78,0.44,0.28,0.72,,
25,"22,500",62.33,9,"6,944.44",62.33,2.78,0.44,0.28,0.72,,
25,"22,500",62.33,9,"8,402.78",62.33,2.78,0.44,0.28,0.72,,
25,"22,500",62.33,9,"10,000",62.33,2.78,0.44,0.28,0.72,,
25,"22,500",62.33,9,"11,736.11",62.33,2.78,0.44,0.28,0.72,,
25,"22,500",62.33,13,"13,611.11",62.33,1.92,0.28,0.18,0.82,,
25,"22,500",62.33,21,"15,625",62.33,1.19,0.08,0.05,0.95,,
25,"22,500",62.33,21,"17,777.78",62.33,1.19,0.08,0.05,0.95,,
25,"22,500",62.33,21,"20,069.44",62.33,1.19,0.08,0.05,0.95,,
25,"22,500",62.33,25,"22,500",62.33,1.00,0.00,0.00,1.00,,
25,"22,500",62.33,29,"25,069.44",62.33,0.86,-0.06,0.04,0.96,,
25,"22,500",62.33,29,"27,777.78",62.33,0.86,-0.06,0.04,0.96,,
25,"22,500",62.33,37,"30,625",62.33,0.68,-0.17,0.11,0.89,,
25,"22,500",62.33,45,"33,611.11",62.33,0.56,-0.26,0.16,0.84,,
25,"22,500",62.33,45,"36,736.11",62.33,0.56,-0.26,0.16,0.84,,
25,"22,500",62.33,45,"40,000",62.33,0.56,-0.26,0.16,0.84,,
29,"25,069.44",62.33,9,"5,625",62.33,3.22,0.51,0.32,0.68,,
29,"25,069.44",62.33,9,"6,944.44",62.33,3.22,0.51,0.32,0.68,,
29,"25,069.44",62.33,9,"8,402.78",62.33,3.22,0.51,0.32,0.68,,
29,"25,069.44",62.33,9,"10,000",62.33,3.22,0.51,0.32,0.68,,
29,"25,069.44",62.33,9,"11,736.11",62.33,3.22,0.51,0.32,0.68,,
