,NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,Diff_coeff_filtering
588,21,11736.11,37.7,49,30625.0,37.7,0.43,-0.37,0.25,0.75,0.4933334198797665
589,21,11736.11,37.7,61,33611.11,37.7,0.34,-0.46,0.32,0.68,0.4009829099201968
590,21,11736.11,37.7,69,36736.11,37.7,0.3,-0.52,0.35,0.65,0.3811774152583358
591,21,11736.11,37.7,69,40000.0,37.7,0.3,-0.52,0.35,0.65,0.4310890603883901
592,21,13611.11,37.7,9,5625.0,37.7,2.33,0.37,0.25,0.75,0.43903918927565877
593,21,13611.11,37.7,9,6944.44,37.7,2.33,0.37,0.25,0.75,0.2426645566215133
594,21,13611.11,37.7,13,8402.78,37.7,1.62,0.21,0.14,0.86,0.4142178469740187
595,21,13611.11,37.7,21,10000.0,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
596,21,13611.11,37.7,21,11736.11,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
597,21,13611.11,37.7,21,13611.11,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
598,21,13611.11,37.7,25,15625.0,37.7,0.84,-0.08,0.05,0.95,0.23997395727513435
599,21,13611.11,37.7,29,17777.78,37.7,0.72,-0.14,0.1,0.9,0.27351354419476626
600,21,13611.11,37.7,37,20069.44,37.7,0.57,-0.25,0.17,0.83,0.12895106052670813
601,21,13611.11,37.7,37,22500.0,37.7,0.57,-0.25,0.17,0.83,0.3253001616117191
602,21,13611.11,37.7,45,25069.44,37.7,0.47,-0.33,0.23,0.77,0.24945879181365027
603,21,13611.11,37.7,45,27777.78,37.7,0.47,-0.33,0.23,0.77,0.3637614854774332
604,21,13611.11,37.7,49,30625.0,37.7,0.43,-0.37,0.25,0.75,0.37958838570907744
605,21,13611.11,37.7,61,33611.11,37.7,0.34,-0.46,0.32,0.68,0.2916077617402948
606,21,13611.11,37.7,69,36736.11,37.7,0.3,-0.52,0.35,0.65,0.2800266562073984
607,21,13611.11,37.7,69,40000.0,37.7,0.3,-0.52,0.35,0.65,0.34051614541616515
608,25,15625.0,37.7,9,5625.0,37.7,2.78,0.44,0.3,0.7,0.41026614830439034
609,25,15625.0,37.7,9,6944.44,37.7,2.78,0.44,0.3,0.7,0.24220625919273298
610,25,15625.0,37.7,13,8402.78,37.7,1.92,0.28,0.19,0.81,0.373283192416291
611,25,15625.0,37.7,21,10000.0,37.7,1.19,0.08,0.05,0.95,0.8934203780842119
612,25,15625.0,37.7,21,11736.11,37.7,1.19,0.08,0.05,0.95,0.7069017356414975
613,25,15625.0,37.7,21,13611.11,37.7,1.19,0.08,0.05,0.95,0.23997395727513435
614,25,15625.0,37.7,25,15625.0,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
615,25,15625.0,37.7,29,17777.78,37.7,0.86,-0.06,0.04,0.96,0.31050307494243956
616,25,15625.0,37.7,37,20069.44,37.7,0.68,-0.17,0.12,0.88,0.07284787291996067
617,25,15625.0,37.7,37,22500.0,37.7,0.68,-0.17,0.12,0.88,0.35926491037693686
618,25,15625.0,37.7,45,25069.44,37.7,0.56,-0.26,0.17,0.83,0.25224267404981415
619,25,15625.0,37.7,45,27777.78,37.7,0.56,-0.26,0.17,0.83,0.39540897732754404
620,25,15625.0,37.7,49,30625.0,37.7,0.51,-0.29,0.2,0.8,0.41026614830439034
621,25,15625.0,37.7,61,33611.11,37.7,0.41,-0.39,0.26,0.74,0.3011639639902485
622,25,15625.0,37.7,69,36736.11,37.7,0.36,-0.44,0.3,0.7,0.2866275680124481
623,25,15625.0,37.7,69,40000.0,37.7,0.36,-0.44,0.3,0.7,0.35601742437331324
624,29,17777.78,37.7,9,5625.0,37.7,3.22,0.51,0.35,0.65,0.39868509693850196
625,29,17777.78,37.7,9,6944.44,37.7,3.22,0.51,0.35,0.65,0.25134161726177245
626,29,17777.78,37.7,13,8402.78,37.7,2.23,0.35,0.24,0.76,0.3622426584482963
627,29,17777.78,37.7,21,10000.0,37.7,1.38,0.14,0.1,0.9,0.7469261585366946
628,29,17777.78,37.7,21,11736.11,37.7,1.38,0.14,0.1,0.9,0.5730436490474349
629,29,17777.78,37.7,21,13611.11,37.7,1.38,0.14,0.1,0.9,0.2735135441947661
630,29,17777.78,37.7,25,15625.0,37.7,1.16,0.06,0.04,0.96,0.3105030749424389
631,29,17777.78,37.7,29,17777.78,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
632,29,17777.78,37.7,37,20069.44,37.7,0.78,-0.11,0.07,0.93,0.1247237811310877
633,29,17777.78,37.7,37,22500.0,37.7,0.78,-0.11,0.07,0.93,0.3868082140204907
634,29,17777.78,37.7,45,25069.44,37.7,0.64,-0.19,0.13,0.87,0.2311252450797556
635,29,17777.78,37.7,45,27777.78,37.7,0.64,-0.19,0.13,0.87,0.42103759471437346
636,29,17777.78,37.7,49,30625.0,37.7,0.59,-0.23,0.16,0.84,0.43509619755696693
637,29,17777.78,37.7,61,33611.11,37.7,0.48,-0.32,0.22,0.78,0.29928027905913546
638,29,17777.78,37.7,69,36736.11,37.7,0.42,-0.38,0.26,0.74,0.2824325806528053
639,29,17777.78,37.7,69,40000.0,37.7,0.42,-0.38,0.26,0.74,0.36341842608238994
640,37,20069.44,37.7,9,5625.0,37.7,4.11,0.61,0.42,0.58,0.33534887735828145
641,37,20069.44,37.7,9,6944.44,37.7,4.11,0.61,0.42,0.58,0.1995606654328164
642,37,20069.44,37.7,13,8402.78,37.7,2.85,0.45,0.31,0.69,0.2779952252534525
643,37,20069.44,37.7,21,10000.0,37.7,1.76,0.25,0.17,0.83,0.5457086020938062
644,37,20069.44,37.7,21,11736.11,37.7,1.76,0.25,0.17,0.83,0.3722912216803364
645,37,20069.44,37.7,21,13611.11,37.7,1.76,0.25,0.17,0.83,0.1289510605267083
646,37,20069.44,37.7,25,15625.0,37.7,1.48,0.17,0.12,0.88,0.07284787291996087
647,37,20069.44,37.7,29,17777.78,37.7,1.28,0.11,0.07,0.93,0.12472378113108681
648,37,20069.44,37.7,37,20069.44,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
649,37,20069.44,37.7,37,22500.0,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
650,37,20069.44,37.7,45,25069.44,37.7,0.82,-0.09,0.06,0.94,0.49585894198332553
651,37,20069.44,37.7,45,27777.78,37.7,0.82,-0.09,0.06,0.94,0.712651756156753
652,37,20069.44,37.7,49,30625.0,37.7,0.76,-0.12,0.08,0.92,0.6617151583434446
653,37,20069.44,37.7,61,33611.11,37.7,0.61,-0.22,0.15,0.85,0.4314984839567475
654,37,20069.44,37.7,69,36736.11,37.7,0.54,-0.27,0.19,0.81,0.389114444775501
655,37,20069.44,37.7,69,40000.0,37.7,0.54,-0.27,0.19,0.81,0.47860268109818876
656,37,22500.0,37.7,9,5625.0,37.7,4.11,0.61,0.42,0.58,0.39665944592057434
657,37,22500.0,37.7,9,6944.44,37.7,4.11,0.61,0.42,0.58,0.2772671058982714
658,37,22500.0,37.7,13,8402.78,37.7,2.85,0.45,0.31,0.69,0.3680755652263272
659,37,22500.0,37.7,21,10000.0,37.7,1.76,0.25,0.17,0.83,0.6346733448220101
660,37,22500.0,37.7,21,11736.11,37.7,1.76,0.25,0.17,0.83,0.5029917408333638
661,37,22500.0,37.7,21,13611.11,37.7,1.76,0.25,0.17,0.83,0.3253001616117191
662,37,22500.0,37.7,25,15625.0,37.7,1.48,0.17,0.12,0.88,0.35926491037693686
663,37,22500.0,37.7,29,17777.78,37.7,1.28,0.11,0.07,0.93,0.3868082140204907
664,37,22500.0,37.7,37,20069.44,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
665,37,22500.0,37.7,37,22500.0,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
666,37,22500.0,37.7,45,25069.44,37.7,0.82,-0.09,0.06,0.94,0.04222959877742097
667,37,22500.0,37.7,45,27777.78,37.7,0.82,-0.09,0.06,0.94,0.46032794085245415
668,37,22500.0,37.7,49,30625.0,37.7,0.76,-0.12,0.08,0.92,0.47314118089511487
669,37,22500.0,37.7,61,33611.11,37.7,0.61,-0.22,0.15,0.85,0.25075476264140284
670,37,22500.0,37.7,69,36736.11,37.7,0.54,-0.27,0.19,0.81,0.23540477609254204
671,37,22500.0,37.7,69,40000.0,37.7,0.54,-0.27,0.19,0.81,0.3539636038681518
672,45,25069.44,37.7,9,5625.0,37.7,5.0,0.7,0.48,0.52,0.35805436047744105
673,45,25069.44,37.7,9,6944.44,37.7,5.0,0.7,0.48,0.52,0.24589183569885942
674,45,25069.44,37.7,13,8402.78,37.7,3.46,0.54,0.37,0.63,0.3194189354351464
675,45,25069.44,37.7,21,10000.0,37.7,2.14,0.33,0.23,0.77,0.5335018508051715
676,45,25069.44,37.7,21,11736.11,37.7,2.14,0.33,0.23,0.77,0.40738758820145826
677,45,25069.44,37.7,21,13611.11,37.7,2.14,0.33,0.23,0.77,0.24945879181365008
678,45,25069.44,37.7,25,15625.0,37.7,1.8,0.26,0.17,0.83,0.2522426740498143
679,45,25069.44,37.7,29,17777.78,37.7,1.55,0.19,0.13,0.87,0.2311252450797556
680,45,25069.44,37.7,37,20069.44,37.7,1.22,0.09,0.06,0.94,0.49585894198332553
681,45,25069.44,37.7,37,22500.0,37.7,1.22,0.09,0.06,0.94,0.04222959877742097
682,45,25069.44,37.7,45,25069.44,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
683,45,25069.44,37.7,45,27777.78,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
684,45,25069.44,37.7,49,30625.0,37.7,0.92,-0.04,0.03,0.97,0.8629322678832294
685,45,25069.44,37.7,61,33611.11,37.7,0.74,-0.13,0.09,0.91,0.38454484321483823
686,45,25069.44,37.7,69,36736.11,37.7,0.65,-0.19,0.13,0.87,0.3306397256437356
687,45,25069.44,37.7,69,40000.0,37.7,0.65,-0.19,0.13,0.87,0.470455282791843
688,45,27777.78,37.7,9,5625.0,37.7,5.0,0.7,0.48,0.52,0.40489465394902596
689,45,27777.78,37.7,9,6944.44,37.7,5.0,0.7,0.48,0.52,0.3034181749026505
690,45,27777.78,37.7,13,8402.78,37.7,3.46,0.54,0.37,0.63,0.3838837812929977
691,45,27777.78,37.7,21,10000.0,37.7,2.14,0.33,0.23,0.77,0.5972455297165992
692,45,27777.78,37.7,21,11736.11,37.7,2.14,0.33,0.23,0.77,0.49244637518884715
693,45,27777.78,37.7,21,13611.11,37.7,2.14,0.33,0.23,0.77,0.3637614854774332
694,45,27777.78,37.7,25,15625.0,37.7,1.8,0.26,0.17,0.83,0.39540897732754404
695,45,27777.78,37.7,29,17777.78,37.7,1.55,0.19,0.13,0.87,0.4210375947143738
696,45,27777.78,37.7,37,20069.44,37.7,1.22,0.09,0.06,0.94,0.712651756156753
697,45,27777.78,37.7,37,22500.0,37.7,1.22,0.09,0.06,0.94,0.46032794085245415
698,45,27777.78,37.7,45,25069.44,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
699,45,27777.78,37.7,45,27777.78,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
700,45,27777.78,37.7,49,30625.0,37.7,0.92,-0.04,0.03,0.97,0.5011875007696596
701,45,27777.78,37.7,61,33611.11,37.7,0.74,-0.13,0.09,0.91,0.05791758206769426
702,45,27777.78,37.7,69,36736.11,37.7,0.65,-0.19,0.13,0.87,0.09173122177406888
703,45,27777.78,37.7,69,40000.0,37.7,0.65,-0.19,0.13,0.87,0.2962784524623999
704,49,30625.0,37.7,9,5625.0,37.7,5.44,0.74,0.5,0.5,0.4102661483043907
705,49,30625.0,37.7,9,6944.44,37.7,5.44,0.74,0.5,0.5,0.31553406047237226
706,49,30625.0,37.7,13,8402.78,37.7,3.77,0.58,0.39,0.61,0.39239887606887597
707,49,30625.0,37.7,21,10000.0,37.7,2.33,0.37,0.25,0.75,0.588654557370844
708,49,30625.0,37.7,21,11736.11,37.7,2.33,0.37,0.25,0.75,0.4933334198797665
709,49,30625.0,37.7,21,13611.11,37.7,2.33,0.37,0.25,0.75,0.37958838570907744
710,49,30625.0,37.7,25,15625.0,37.7,1.96,0.29,0.2,0.8,0.41026614830439034
711,49,30625.0,37.7,29,17777.78,37.7,1.69,0.23,0.16,0.84,0.43509619755696693
712,49,30625.0,37.7,37,20069.44,37.7,1.32,0.12,0.08,0.92,0.6617151583434446
713,49,30625.0,37.7,37,22500.0,37.7,1.32,0.12,0.08,0.92,0.4731411808951145
714,49,30625.0,37.7,45,25069.44,37.7,1.09,0.04,0.03,0.97,0.8629322678832292
715,49,30625.0,37.7,45,27777.78,37.7,1.09,0.04,0.03,0.97,0.5011875007696585
716,49,30625.0,37.7,49,30625.0,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
717,49,30625.0,37.7,61,33611.11,37.7,0.8,-0.1,0.07,0.93,0.24723974017263578
718,49,30625.0,37.7,69,36736.11,37.7,0.71,-0.15,0.1,0.9,0.0727816306838337
719,49,30625.0,37.7,69,40000.0,37.7,0.71,-0.15,0.1,0.9,0.22914393901038727
720,61,33611.11,37.7,9,5625.0,37.7,6.78,0.83,0.57,0.43,0.36236207990503566
721,61,33611.11,37.7,9,6944.44,37.7,6.78,0.83,0.57,0.43,0.27045959663466124
722,61,33611.11,37.7,13,8402.78,37.7,4.69,0.67,0.46,0.54,0.3329123024886944
723,61,33611.11,37.7,21,10000.0,37.7,2.9,0.46,0.32,0.68,0.4960884019091482
724,61,33611.11,37.7,21,11736.11,37.7,2.9,0.46,0.32,0.68,0.4009829099201968
725,61,33611.11,37.7,21,13611.11,37.7,2.9,0.46,0.32,0.68,0.29160776174029457
726,61,33611.11,37.7,25,15625.0,37.7,2.44,0.39,0.26,0.74,0.3011639639902485
727,61,33611.11,37.7,29,17777.78,37.7,2.1,0.32,0.22,0.78,0.2992802790591351
728,61,33611.11,37.7,37,20069.44,37.7,1.65,0.22,0.15,0.85,0.4314984839567475
729,61,33611.11,37.7,37,22500.0,37.7,1.65,0.22,0.15,0.85,0.25075476264140284
730,61,33611.11,37.7,45,25069.44,37.7,1.36,0.13,0.09,0.91,0.38454484321483856
731,61,33611.11,37.7,45,27777.78,37.7,1.36,0.13,0.09,0.91,0.05791758206769426
732,61,33611.11,37.7,49,30625.0,37.7,1.24,0.1,0.07,0.93,0.24723974017263542
733,61,33611.11,37.7,61,33611.11,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
734,61,33611.11,37.7,69,36736.11,37.7,0.88,-0.05,0.04,0.96,0.16877357906055246
735,61,33611.11,37.7,69,40000.0,37.7,0.88,-0.05,0.04,0.96,0.6269846042472862
736,69,36736.11,37.7,9,5625.0,37.7,7.67,0.88,0.6,0.4,0.35242302836391176
737,69,36736.11,37.7,9,6944.44,37.7,7.67,0.88,0.6,0.4,0.2647821039245897
738,69,36736.11,37.7,13,8402.78,37.7,5.31,0.72,0.5,0.5,0.32231540869003256
739,69,36736.11,37.7,21,10000.0,37.7,3.29,0.52,0.35,0.65,0.470894942930617
740,69,36736.11,37.7,21,11736.11,37.7,3.29,0.52,0.35,0.65,0.3811774152583358
741,69,36736.11,37.7,21,13611.11,37.7,3.29,0.52,0.35,0.65,0.2800266562073988
742,69,36736.11,37.7,25,15625.0,37.7,2.76,0.44,0.3,0.7,0.2866275680124479
743,69,36736.11,37.7,29,17777.78,37.7,2.38,0.38,0.26,0.74,0.2824325806528055
744,69,36736.11,37.7,37,20069.44,37.7,1.86,0.27,0.19,0.81,0.38911444477550133
745,69,36736.11,37.7,37,22500.0,37.7,1.86,0.27,0.19,0.81,0.23540477609254223
746,69,36736.11,37.7,45,25069.44,37.7,1.53,0.19,0.13,0.87,0.3306397256437356
747,69,36736.11,37.7,45,27777.78,37.7,1.53,0.19,0.13,0.87,0.09173122177406871
748,69,36736.11,37.7,49,30625.0,37.7,1.41,0.15,0.1,0.9,0.07278163068383406
749,69,36736.11,37.7,61,33611.11,37.7,1.13,0.05,0.04,0.96,0.16877357906055315
750,69,36736.11,37.7,69,36736.11,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
751,69,36736.11,37.7,69,40000.0,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
752,69,40000.0,37.7,9,5625.0,37.7,7.67,0.88,0.6,0.4,0.38399101995355245
753,69,40000.0,37.7,9,6944.44,37.7,7.67,0.88,0.6,0.4,0.3019276945559823
754,69,40000.0,37.7,13,8402.78,37.7,5.31,0.72,0.5,0.5,0.3628535948878396
755,69,40000.0,37.7,21,10000.0,37.7,3.29,0.52,0.35,0.65,0.5119696562342356
756,69,40000.0,37.7,21,11736.11,37.7,3.29,0.52,0.35,0.65,0.4310890603883901
757,69,40000.0,37.7,21,13611.11,37.7,3.29,0.52,0.35,0.65,0.34051614541616515
758,69,40000.0,37.7,25,15625.0,37.7,2.76,0.44,0.3,0.7,0.35601742437331285
759,69,40000.0,37.7,29,17777.78,37.7,2.38,0.38,0.26,0.74,0.36341842608238994
760,69,40000.0,37.7,37,20069.44,37.7,1.86,0.27,0.19,0.81,0.47860268109818915
761,69,40000.0,37.7,37,22500.0,37.7,1.86,0.27,0.19,0.81,0.3539636038681522
762,69,40000.0,37.7,45,25069.44,37.7,1.53,0.19,0.13,0.87,0.4704552827918434
763,69,40000.0,37.7,45,27777.78,37.7,1.53,0.19,0.13,0.87,0.2962784524623999
764,69,40000.0,37.7,49,30625.0,37.7,1.41,0.15,0.1,0.9,0.2291439390103878
765,69,40000.0,37.7,61,33611.11,37.7,1.13,0.05,0.04,0.96,0.6269846042472862
766,69,40000.0,37.7,69,36736.11,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
767,69,40000.0,37.7,69,40000.0,37.7,1.0,0.0,0.0,1.0,-0.02776467979825929
768,9,5625.0,49.25,9,5625.0,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
769,9,5625.0,49.25,9,6944.44,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
770,9,5625.0,49.25,9,8402.78,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
771,9,5625.0,49.25,13,10000.0,49.25,0.69,-0.16,0.11,0.89,0.682412559886181
772,9,5625.0,49.25,21,11736.11,49.25,0.43,-0.37,0.25,0.75,0.30907941963313557
773,9,5625.0,49.25,21,13611.11,49.25,0.43,-0.37,0.25,0.75,0.43903918927565877
774,9,5625.0,49.25,21,15625.0,49.25,0.43,-0.37,0.25,0.75,0.533437807035811
775,9,5625.0,49.25,21,17777.78,49.25,0.43,-0.37,0.25,0.75,0.6048021224676142
776,9,5625.0,49.25,25,20069.44,49.25,0.36,-0.44,0.3,0.7,0.5531967710405088
777,9,5625.0,49.25,37,22500.0,49.25,0.24,-0.61,0.42,0.58,0.39665944592057434
778,9,5625.0,49.25,37,25069.44,49.25,0.24,-0.61,0.42,0.58,0.44815804170972867
779,9,5625.0,49.25,37,27777.78,49.25,0.24,-0.61,0.42,0.58,0.4919990381309922
780,9,5625.0,49.25,45,30625.0,49.25,0.2,-0.7,0.48,0.52,0.44547947421471024
781,9,5625.0,49.25,45,33611.11,49.25,0.2,-0.7,0.48,0.52,0.48097955127892533
782,9,5625.0,49.25,49,36736.11,49.25,0.18,-0.74,0.5,0.5,0.47899917484095117
783,9,5625.0,49.25,57,40000.0,49.25,0.16,-0.8,0.55,0.45,0.45173358146915465
784,9,6944.44,49.25,9,5625.0,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
785,9,6944.44,49.25,9,6944.44,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
786,9,6944.44,49.25,9,8402.78,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
787,9,6944.44,49.25,13,10000.0,49.25,0.69,-0.16,0.11,0.89,0.40443236854732234
788,9,6944.44,49.25,21,11736.11,49.25,0.43,-0.37,0.25,0.75,0.04860798801906014
789,9,6944.44,49.25,21,13611.11,49.25,0.43,-0.37,0.25,0.75,0.24266455662151346
790,9,6944.44,49.25,21,15625.0,49.25,0.43,-0.37,0.25,0.75,0.37958887219141035
791,9,6944.44,49.25,21,17777.78,49.25,0.43,-0.37,0.25,0.75,0.48021186343653693
792,9,6944.44,49.25,25,20069.44,49.25,0.36,-0.44,0.3,0.7,0.4363323917651837
793,9,6944.44,49.25,37,22500.0,49.25,0.24,-0.61,0.42,0.58,0.2772671058982714
794,9,6944.44,49.25,37,25069.44,49.25,0.24,-0.61,0.42,0.58,0.3419988912738799
795,9,6944.44,49.25,37,27777.78,49.25,0.24,-0.61,0.42,0.58,0.39665980871458534
796,9,6944.44,49.25,45,30625.0,49.25,0.2,-0.7,0.48,0.52,0.35297126355350084
797,9,6944.44,49.25,45,33611.11,49.25,0.2,-0.7,0.48,0.52,0.3960704870761413
798,9,6944.44,49.25,49,36736.11,49.25,0.18,-0.74,0.5,0.5,0.39836565713023026
799,9,6944.44,49.25,57,40000.0,49.25,0.16,-0.8,0.55,0.45,0.37328367224344466
800,9,8402.78,49.25,9,5625.0,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
801,9,8402.78,49.25,9,6944.44,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
802,9,8402.78,49.25,9,8402.78,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
803,9,8402.78,49.25,13,10000.0,49.25,0.69,-0.16,0.11,0.89,0.16413094780929868
804,9,8402.78,49.25,21,11736.11,49.25,0.43,-0.37,0.25,0.75,0.3028270456086437
805,9,8402.78,49.25,21,13611.11,49.25,0.43,-0.37,0.25,0.75,0.01838560181917144
806,9,8402.78,49.25,21,15625.0,49.25,0.43,-0.37,0.25,0.75,0.18017676271092692
807,9,8402.78,49.25,21,17777.78,49.25,0.43,-0.37,0.25,0.75,0.32284878552674473
808,9,8402.78,49.25,25,20069.44,49.25,0.36,-0.44,0.3,0.7,0.2955022989259256
809,9,8402.78,49.25,37,22500.0,49.25,0.24,-0.61,0.42,0.58,0.14158495430150211
810,9,8402.78,49.25,37,25069.44,49.25,0.24,-0.61,0.42,0.58,0.22224381020579692
811,9,8402.78,49.25,37,27777.78,49.25,0.24,-0.61,0.42,0.58,0.2899036289747974
812,9,8402.78,49.25,45,30625.0,49.25,0.2,-0.7,0.48,0.52,0.25149893406055873
813,9,8402.78,49.25,45,33611.11,49.25,0.2,-0.7,0.48,0.52,0.3034176330550541
814,9,8402.78,49.25,49,36736.11,49.25,0.18,-0.74,0.5,0.5,0.3112263230653969
815,9,8402.78,49.25,57,40000.0,49.25,0.16,-0.8,0.55,0.45,0.28950038526282074
816,13,10000.0,49.25,9,5625.0,49.25,1.44,0.16,0.11,0.89,0.682412559886181
817,13,10000.0,49.25,9,6944.44,49.25,1.44,0.16,0.11,0.89,0.40443236854732234
818,13,10000.0,49.25,9,8402.78,49.25,1.44,0.16,0.11,0.89,0.16413094780929868
819,13,10000.0,49.25,13,10000.0,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
820,13,10000.0,49.25,21,11736.11,49.25,0.62,-0.21,0.14,0.86,0.42167034303211715
821,13,10000.0,49.25,21,13611.11,49.25,0.62,-0.21,0.14,0.86,0.07822117347940429
822,13,10000.0,49.25,21,15625.0,49.25,0.62,-0.21,0.14,0.86,0.35963433403126605
823,13,10000.0,49.25,21,17777.78,49.25,0.62,-0.21,0.14,0.86,0.5303072592459557
824,13,10000.0,49.25,25,20069.44,49.25,0.52,-0.28,0.19,0.81,0.45332327605885736
825,13,10000.0,49.25,37,22500.0,49.25,0.35,-0.45,0.31,0.69,0.22429458055782395
826,13,10000.0,49.25,37,25069.44,49.25,0.35,-0.45,0.31,0.69,0.31805956210975067
827,13,10000.0,49.25,37,27777.78,49.25,0.35,-0.45,0.31,0.69,0.3938965217033332
828,13,10000.0,49.25,45,30625.0,49.25,0.29,-0.54,0.37,0.63,0.3366427097999494
829,13,10000.0,49.25,45,33611.11,49.25,0.29,-0.54,0.37,0.63,0.3935654481465663
830,13,10000.0,49.25,49,36736.11,49.25,0.27,-0.58,0.39,0.61,0.3966704080144004
831,13,10000.0,49.25,57,40000.0,49.25,0.23,-0.64,0.44,0.56,0.365212109130653
832,21,11736.11,49.25,9,5625.0,49.25,2.33,0.37,0.25,0.75,0.30907941963313557
833,21,11736.11,49.25,9,6944.44,49.25,2.33,0.37,0.25,0.75,0.04860798801906014
834,21,11736.11,49.25,9,8402.78,49.25,2.33,0.37,0.25,0.75,0.3028270456086437
835,21,11736.11,49.25,13,10000.0,49.25,1.62,0.21,0.14,0.86,0.42167034303211676
836,21,11736.11,49.25,21,11736.11,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
837,21,11736.11,49.25,21,13611.11,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
838,21,11736.11,49.25,21,15625.0,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
839,21,11736.11,49.25,21,17777.78,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
840,21,11736.11,49.25,25,20069.44,49.25,0.84,-0.08,0.05,0.95,0.9517741352411042
841,21,11736.11,49.25,37,22500.0,49.25,0.57,-0.25,0.17,0.83,0.5029917408333638
842,21,11736.11,49.25,37,25069.44,49.25,0.57,-0.25,0.17,0.83,0.5970341571286325
843,21,11736.11,49.25,37,27777.78,49.25,0.57,-0.25,0.17,0.83,0.6675817436612929
844,21,11736.11,49.25,45,30625.0,49.25,0.47,-0.33,0.23,0.77,0.5597452511184245
845,21,11736.11,49.25,45,33611.11,49.25,0.47,-0.33,0.23,0.77,0.6141987452168243
846,21,11736.11,49.25,49,36736.11,49.25,0.43,-0.37,0.25,0.75,0.5999403494523218
847,21,11736.11,49.25,57,40000.0,49.25,0.37,-0.43,0.3,0.7,0.5447615360538302
848,21,13611.11,49.25,9,5625.0,49.25,2.33,0.37,0.25,0.75,0.43903918927565877
849,21,13611.11,49.25,9,6944.44,49.25,2.33,0.37,0.25,0.75,0.2426645566215133
850,21,13611.11,49.25,9,8402.78,49.25,2.33,0.37,0.25,0.75,0.01838560181917162
851,21,13611.11,49.25,13,10000.0,49.25,1.62,0.21,0.14,0.86,0.07822117347940429
852,21,13611.11,49.25,21,11736.11,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
853,21,13611.11,49.25,21,13611.11,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
854,21,13611.11,49.25,21,15625.0,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
855,21,13611.11,49.25,21,17777.78,49.25,1.0,0.0,0.0,1.0,-0.02776467979825929
856,21,13611.11,49.25,25,20069.44,49.25,0.84,-0.08,0.05,0.95,0.8424201312806571
857,21,13611.11,49.25,37,22500.0,49.25,0.57,-0.25,0.17,0.83,0.3253001616117191
858,21,13611.11,49.25,37,25069.44,49.25,0.57,-0.25,0.17,0.83,0.4614540038623647
859,21,13611.11,49.25,37,27777.78,49.25,0.57,-0.25,0.17,0.83,0.560209949742452
860,21,13611.11,49.25,45,30625.0,49.25,0.47,-0.33,0.23,0.77,0.45253040720530363
861,21,13611.11,49.25,45,33611.11,49.25,0.47,-0.33,0.23,0.77,0.523130650103798
862,21,13611.11,49.25,49,36736.11,49.25,0.43,-0.37,0.25,0.75,0.515476368958539
863,21,13611.11,49.25,57,40000.0,49.25,0.37,-0.43,0.3,0.7,0.4622231498568225
864,21,15625.0,49.25,9,5625.0,49.25,2.33,0.37,0.25,0.75,0.5334378070358113
865,21,15625.0,49.25,9,6944.44,49.25,2.33,0.37,0.25,0.75,0.37958887219141035
866,21,15625.0,49.25,9,8402.78,49.25,2.33,0.37,0.25,0.75,0.18017676271092709
867,21,15625.0,49.25,13,10000.0,49.25,1.62,0.21,0.14,0.86,0.35963433403126605
