NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,,
21,15625,49.25,9,8402.78,49.25,2.33,0.37,0.25,0.75,,
21,15625,49.25,13,10000,49.25,1.62,0.21,0.14,0.86,,
21,15625,49.25,21,11736.11,49.25,1.00,0.00,0.00,1.00,,
21,15625,49.25,21,13611.11,49.25,1.00,0.00,0.00,1.00,,
21,15625,49.25,21,15625,49.25,1.00,0.00,0.00,1.00,,
21,15625,49.25,21,17777.78,49.25,1.00,0.00,0.00,1.00,,
21,15625,49.25,25,20069.44,49.25,0.84,-0.08,0.05,0.95,,
21,15625,49.25,37,22500,49.25,0.57,-0.25,0.17,0.83,,
21,15625,49.25,37,25069.44,49.25,0.57,-0.25,0.17,0.83,,
21,15625,49.25,37,27777.78,49.25,0.57,-0.25,0.17,0.83,,
21,15625,49.25,45,30625,49.25,0.47,-0.33,0.23,0.77,,
21,15625,49.25,45,33611.11,49.25,0.47,-0.33,0.23,0.77,,
21,15625,49.25,49,36736.11,49.25,0.43,-0.37,0.25,0.75,,
21,15625,49.25,57,40000,49.25,0.37,-0.43,0.30,0.70,,
21,17777.78,49.25,9,5625,49.25,2.33,0.37,0.25,0.75,,
21,17777.78,49.25,9,6944.44,49.25,2.33,0.37,0.25,0.75,,
21,17777.78,49.25,9,8402.78,49.25,2.33,0.37,0.25,0.75,,
21,17777.78,49.25,13,10000,49.25,1.62,0.21,0.14,0.86,,
21,17777.78,49.25,21,11736.11,49.25,1.00,0.00,0.00,1.00,,
21,17777.78,49.25,21,13611.11,49.25,1.00,0.00,0.00,1.00,,
21,17777.78,49.25,21,15625,49.25,1.00,0.00,0.00,1.00,,
21,17777.78,49.25,21,17777.78,49.25,1.00,0.00,0.00,1.00,,
21,17777.78,49.25,25,20069.44,49.25,0.84,-0.08,0.05,0.95,,
21,17777.78,49.25,37,22500,49.25,0.57,-0.25,0.17,0.83,,
21,17777.78,49.25,37,25069.44,49.25,0.57,-0.25,0.17,0.83,,
21,17777.78,49.25,37,27777.78,49.25,0.57,-0.25,0.17,0.83,,
21,17777.78,49.25,45,30625,49.25,0.47,-0.33,0.23,0.77,,
21,17777.78,49.25,45,33611.11,49.25,0.47,-0.33,0.23,0.77,,
21,17777.78,49.25,49,36736.11,49.25,0.43,-0.37,0.25,0.75,,
21,17777.78,49.25,57,40000,49.25,0.37,-0.43,0.30,0.70,,
25,20069.44,49.25,9,5625,49.25,2.78,0.44,0.30,0.70,,
25,20069.44,49.25,9,6944.44,49.25,2.78,0.44,0.30,0.70,,
25,20069.44,49.25,9,8402.78,49.25,2.78,0.44,0.30,0.70,,
25,20069.44,49.25,13,10000,49.25,1.92,0.28,0.19,0.81,,
25,20069.44,49.25,21,11736.11,49.25,1.19,0.08,0.05,0.95,,
25,20069.44,49.25,21,13611.11,49.25,1.19,0.08,0.05,0.95,,
25,20069.44,49.25,21,15625,49.25,1.19,0.08,0.05,0.95,,
25,20069.44,49.25,21,17777.78,49.25,1.19,0.08,0.05,0.95,,
25,20069.44,49.25,25,20069.44,49.25,1.00,0.00,0.00,1.00,,
25,20069.44,49.25,37,22500,49.25,0.68,-0.17,0.12,0.88,,
25,20069.44,49.25,37,25069.44,49.25,0.68,-0.17,0.12,0.88,,
25,20069.44,49.25,37,27777.78,49.25,0.68,-0.17,0.12,0.88,,
25,20069.44,49.25,45,30625,49.25,0.56,-0.26,0.17,0.83,,
25,20069.44,49.25,45,33611.11,49.25,0.56,-0.26,0.17,0.83,,
25,20069.44,49.25,49,36736.11,49.25,0.51,-0.29,0.20,0.80,,
25,20069.44,49.25,57,40000,49.25,0.44,-0.36,0.24,0.76,,
37,22500,49.25,9,5625,49.25,4.11,0.61,0.42,0.58,,
37,22500,49.25,9,6944.44,49.25,4.11,0.61,0.42,0.58,,
37,22500,49.25,9,8402.78,49.25,4.11,0.61,0.42,0.58,,
37,22500,49.25,13,10000,49.25,2.85,0.45,0.31,0.69,,
37,22500,49.25,21,11736.11,49.25,1.76,0.25,0.17,0.83,,
37,22500,49.25,21,13611.11,49.25,1.76,0.25,0.17,0.83,,
37,22500,49.25,21,15625,49.25,1.76,0.25,0.17,0.83,,
37,22500,49.25,21,17777.78,49.25,1.76,0.25,0.17,0.83,,
37,22500,49.25,25,20069.44,49.25,1.48,0.17,0.12,0.88,,
37,22500,49.25,37,22500,49.25,1.00,0.00,0.00,1.00,,
37,22500,49.25,37,25069.44,49.25,1.00,0.00,0.00,1.00,,
37,22500,49.25,37,27777.78,49.25,1.00,0.00,0.00,1.00,,
37,22500,49.25,45,30625,49.25,0.82,-0.09,0.06,0.94,,
37,22500,49.25,45,33611.11,49.25,0.82,-0.09,0.06,0.94,,
37,22500,49.25,49,36736.11,49.25,0.76,-0.12,0.08,0.92,,
37,22500,49.25,57,40000,49.25,0.65,-0.19,0.13,0.87,,
37,25069.44,49.25,9,5625,49.25,4.11,0.61,0.42,0.58,,
37,25069.44,49.25,9,6944.44,49.25,4.11,0.61,0.42,0.58,,
37,25069.44,49.25,9,8402.78,49.25,4.11,0.61,0.42,0.58,,
37,25069.44,49.25,13,10000,49.25,2.85,0.45,0.31,0.69,,
37,25069.44,49.25,21,11736.11,49.25,1.76,0.25,0.17,0.83,,
37,25069.44,49.25,21,13611.11,49.25,1.76,0.25,0.17,0.83,,
37,25069.44,49.25,21,15625,49.25,1.76,0.25,0.17,0.83,,
37,25069.44,49.25,21,17777.78,49.25,1.76,0.25,0.17,0.83,,
37,25069.44,49.25,25,20069.44,49.25,1.48,0.17,0.12,0.88,,
37,25069.44,49.25,37,22500,49.25,1.00,0.00,0.00,1.00,,
37,25069.44,49.25,37,25069.44,49.25,1.00,0.00,0.00,1.00,,
37,25069.44,49.25,37,27777.78,49.25,1.00,0.00,0.00,1.00,,
37,25069.44,49.25,45,30625,49.25,0.82,-0.09,0.06,0.94,,
37,25069.44,49.25,45,33611.11,49.25,0.82,-0.09,0.06,0.94,,
37,25069.44,49.25,49,36736.11,49.25,0.76,-0.12,0.08,0.92,,
37,25069.44,49.25,57,40000,49.25,0.65,-0.19,0.13,0.87,,
37,27777.78,49.25,9,5625,49.25,4.11,0.61,0.42,0.58,,
37,27777.78,49.25,9,6944.44,49.25,4.11,0.61,0.42,0.58,,
37,27777.78,49.25,9,8402.78,49.25,4.11,0.61,0.42,0.58,,
37,27777.78,49.25,13,10000,49.25,2.85,0.45,0.31,0.69,,
37,27777.78,49.25,21,11736.11,49.25,1.76,0.25,0.17,0.83,,
37,27777.78,49.25,21,13611.11,49.25,1.76,0.25,0.17,0.83,,
37,27777.78,49.25,21,15625,49.25,1.76,0.25,0.17,0.83,,
37,27777.78,49.25,21,17777.78,49.25,1.76,0.25,0.17,0.83,,
37,27777.78,49.25,25,20069.44,49.25,1.48,0.17,0.12,0.88,,
37,27777.78,49.25,37,22500,49.25,1.00,0.00,0.00,1.00,,
37,27777.78,49.25,37,25069.44,49.25,1.00,0.00,0.00,1.00,,
37,27777.78,49.25,37,27777.78,49.25,1.00,0.00,0.00,1.00,,
37,27777.78,49.25,45,30625,49.25,0.82,-0.09,0.06,0.94,,
37,27777.78,49.25,45,33611.11,49.25,0.82,-0.09,0.06,0.94,,
37,27777.78,49.25,49,36736.11,49.25,0.76,-0.12,0.08,0.92,,
37,27777.78,49.25,57,40000,49.25,0.65,-0.19,0.13,0.87,,
45,30625,49.25,9,5625,49.25,5.00,0.70,0.48,0.52,,
45,30625,49.25,9,6944.44,49.25,5.00,0.70,0.48,0.52,,
45,30625,49.25,9,8402.78,49.25,5.00,0.70,0.48,0.52,,
45,30625,49.25,13,10000,49.25,3.46,0.54,0.37,0.63,,
45,30625,49.25,21,11736.11,49.25,2.14,0.33,0.23,0.77,,
45,30625,49.25,21,13611.11,49.25,2.14,0.33,0.23,0.77,,
45,30625,49.25,21,15625,49.25,2.14,0.33,0.23,0.77,,
45,30625,49.25,21,17777.78,49.25,2.14,0.33,0.23,0.77,,
45,30625,49.25,25,20069.44,49.25,1.80,0.26,0.17,0.83,,
45,30625,49.25,37,22500,49.25,1.22,0.09,0.06,0.94,,
45,30625,49.25,37,25069.44,49.25,1.22,0.09,0.06,0.94,,
45,30625,49.25,37,27777.78,49.25,1.22,0.09,0.06,0.94,,
45,30625,49.25,45,30625,49.25,1.00,0.00,0.00,1.00,,
45,30625,49.25,45,33611.11,49.25,1.00,0.00,0.00,1.00,,
45,30625,49.25,49,36736.11,49.25,0.92,-0.04,0.03,0.97,,
45,30625,49.25,57,40000,49.25,0.79,-0.10,0.07,0.93,,
45,33611.11,49.25,9,5625,49.25,5.00,0.70,0.48,0.52,,
45,33611.11,49.25,9,6944.44,49.25,5.00,0.70,0.48,0.52,,
45,33611.11,49.25,9,8402.78,49.25,5.00,0.70,0.48,0.52,,
45,33611.11,49.25,13,10000,49.25,3.46,0.54,0.37,0.63,,
45,33611.11,49.25,21,11736.11,49.25,2.14,0.33,0.23,0.77,,
45,33611.11,49.25,21,13611.11,49.25,2.14,0.33,0.23,0.77,,
45,33611.11,49.25,21,15625,49.25,2.14,0.33,0.23,0.77,,
45,33611.11,49.25,21,17777.78,49.25,2.14,0.33,0.23,0.77,,
45,33611.11,49.25,25,20069.44,49.25,1.80,0.26,0.17,0.83,,
45,33611.11,49.25,37,22500,49.25,1.22,0.09,0.06,0.94,,
45,33611.11,49.25,37,25069.44,49.25,1.22,0.09,0.06,0.94,,
45,33611.11,49.25,37,27777.78,49.25,1.22,0.09,0.06,0.94,,
45,33611.11,49.25,45,30625,49.25,1.00,0.00,0.00,1.00,,
45,33611.11,49.25,45,33611.11,49.25,1.00,0.00,0.00,1.00,,
45,33611.11,49.25,49,36736.11,49.25,0.92,-0.04,0.03,0.97,,
45,33611.11,49.25,57,40000,49.25,0.79,-0.10,0.07,0.93,,
49,36736.11,49.25,9,5625,49.25,5.44,0.74,0.50,0.50,,
49,36736.11,49.25,9,6944.44,49.25,5.44,0.74,0.50,0.50,,
49,36736.11,49.25,9,8402.78,49.25,5.44,0.74,0.50,0.50,,
49,36736.11,49.25,13,10000,49.25,3.77,0.58,0.39,0.61,,
49,36736.11,49.25,21,11736.11,49.25,2.33,0.37,0.25,0.75,,
49,36736.11,49.25,21,13611.11,49.25,2.33,0.37,0.25,0.75,,
49,36736.11,49.25,21,15625,49.25,2.33,0.37,0.25,0.75,,
49,36736.11,49.25,21,17777.78,49.25,2.33,0.37,0.25,0.75,,
49,36736.11,49.25,25,20069.44,49.25,1.96,0.29,0.20,0.80,,
49,36736.11,49.25,37,22500,49.25,1.32,0.12,0.08,0.92,,
49,36736.11,49.25,37,25069.44,49.25,1.32,0.12,0.08,0.92,,
49,36736.11,49.25,37,27777.78,49.25,1.32,0.12,0.08,0.92,,
49,36736.11,49.25,45,30625,49.25,1.09,0.04,0.03,0.97,,
49,36736.11,49.25,45,33611.11,49.25,1.09,0.04,0.03,0.97,,
49,36736.11,49.25,49,36736.11,49.25,1.00,0.00,0.00,1.00,,
49,36736.11,49.25,57,40000,49.25,0.86,-0.07,0.04,0.96,,
57,40000,49.25,9,5625,49.25,6.33,0.80,0.55,0.45,,
57,40000,49.25,9,6944.44,49.25,6.33,0.80,0.55,0.45,,
57,40000,49.25,9,8402.78,49.25,6.33,0.80,0.55,0.45,,
57,40000,49.25,13,10000,49.25,4.38,0.64,0.44,0.56,,
57,40000,49.25,21,11736.11,49.25,2.71,0.43,0.30,0.70,,
57,40000,49.25,21,13611.11,49.25,2.71,0.43,0.30,0.70,,
57,40000,49.25,21,15625,49.25,2.71,0.43,0.30,0.70,,
57,40000,49.25,21,17777.78,49.25,2.71,0.43,0.30,0.70,,
57,40000,49.25,25,20069.44,49.25,2.28,0.36,0.24,0.76,,
57,40000,49.25,37,22500,49.25,1.54,0.19,0.13,0.87,,
57,40000,49.25,37,25069.44,49.25,1.54,0.19,0.13,0.87,,
57,40000,49.25,37,27777.78,49.25,1.54,0.19,0.13,0.87,,
57,40000,49.25,45,30625,49.25,1.27,0.10,0.07,0.93,,
57,40000,49.25,45,33611.11,49.25,1.27,0.10,0.07,0.93,,
57,40000,49.25,49,36736.11,49.25,1.16,0.07,0.04,0.96,,
57,40000,49.25,57,40000,49.25,1.00,0.00,0.00,1.00,,
9,5625,62.33,9,5625,62.33,1.00,0.00,0.00,1.00,,
9,5625,62.33,9,6944.44,62.33,1.00,0.00,0.00,1.00,,
9,5625,62.33,9,8402.78,62.33,1.00,0.00,0.00,1.00,,
9,5625,62.33,9,10000,62.33,1.00,0.00,0.00,1.00,,
9,5625,62.33,13,11736.11,62.33,0.69,-0.16,0.11,0.89,,
9,5625,62.33,13,13611.11,62.33,0.69,-0.16,0.11,0.89,,
9,5625,62.33,21,15625,62.33,0.43,-0.37,0.25,0.75,,
9,5625,62.33,21,17777.78,62.33,0.43,-0.37,0.25,0.75,,
9,5625,62.33,21,20069.44,62.33,0.43,-0.37,0.25,0.75,,
9,5625,62.33,25,22500,62.33,0.36,-0.44,0.30,0.70,,
9,5625,62.33,29,25069.44,62.33,0.31,-0.51,0.35,0.65,,
9,5625,62.33,29,27777.78,62.33,0.31,-0.51,0.35,0.65,,
9,5625,62.33,37,30625,62.33,0.24,-0.61,0.42,0.58,,
9,5625,62.33,37,33611.11,62.33,0.24,-0.61,0.42,0.58,,
9,5625,62.33,45,36736.11,62.33,0.20,-0.70,0.48,0.52,,
9,5625,62.33,45,40000,62.33,0.20,-0.70,0.48,0.52,,
9,6944.44,62.33,9,5625,62.33,1.00,0.00,0.00,1.00,,
9,6944.44,62.33,9,6944.44,62.33,1.00,0.00,0.00,1.00,,
9,6944.44,62.33,9,8402.78,62.33,1.00,0.00,0.00,1.00,,
9,6944.44,62.33,9,10000,62.33,1.00,0.00,0.00,1.00,,
9,6944.44,62.33,13,11736.11,62.33,0.69,-0.16,0.11,0.89,,
9,6944.44,62.33,13,13611.11,62.33,0.69,-0.16,0.11,0.89,,
9,6944.44,62.33,21,15625,62.33,0.43,-0.37,0.25,0.75,,
9,6944.44,62.33,21,17777.78,62.33,0.43,-0.37,0.25,0.75,,
9,6944.44,62.33,21,20069.44,62.33,0.43,-0.37,0.25,0.75,,
9,6944.44,62.33,25,22500,62.33,0.36,-0.44,0.30,0.70,,
9,6944.44,62.33,29,25069.44,62.33,0.31,-0.51,0.35,0.65,,
9,6944.44,62.33,29,27777.78,62.33,0.31,-0.51,0.35,0.65,,
9,6944.44,62.33,37,30625,62.33,0.24,-0.61,0.42,0.58,,
9,6944.44,62.33,37,33611.11,62.33,0.24,-0.61,0.42,0.58,,
9,6944.44,62.33,45,36736.11,62.33,0.20,-0.70,0.48,0.52,,
9,6944.44,62.33,45,40000,62.33,0.20,-0.70,0.48,0.52,,
9,8402.78,62.33,9,5625,62.33,1.00,0.00,0.00,1.00,,
9,8402.78,62.33,9,6944.44,62.33,1.00,0.00,0.00,1.00,,
9,8402.78,62.33,9,8402.78,62.33,1.00,0.00,0.00,1.00,,
9,8402.78,62.33,9,10000,62.33,1.00,0.00,0.00,1.00,,
9,8402.78,62.33,13,11736.11,62.33,0.69,-0.16,0.11,0.89,,
9,8402.78,62.33,13,13611.11,62.33,0.69,-0.16,0.11,0.89,,
9,8402.78,62.33,21,15625,62.33,0.43,-0.37,0.25,0.75,,
9,8402.78,62.33,21,17777.78,62.33,0.43,-0.37,0.25,0.75,,
9,8402.78,62.33,21,20069.44,62.33,0.43,-0.37,0.25,0.75,,
9,8402.78,62.33,25,22500,62.33,0.36,-0.44,0.30,0.70,,
9,8402.78,62.33,29,25069.44,62.33,0.31,-0.51,0.35,0.65,,
9,8402.78,62.33,29,27777.78,62.33,0.31,-0.51,0.35,0.65,,
9,8402.78,62.33,37,30625,62.33,0.24,-0.61,0.42,0.58,,
9,8402.78,62.33,37,33611.11,62.33,0.24,-0.61,0.42,0.58,,
9,8402.78,62.33,45,36736.11,62.33,0.20,-0.70,0.48,0.52,,
9,8402.78,62.33,45,40000,62.33,0.20,-0.70,0.48,0.52,,
9,10000,62.33,9,5625,62.33,1.00,0.00,0.00,1.00,,
9,10000,62.33,9,6944.44,62.33,1.00,0.00,0.00,1.00,,
9,10000,62.33,9,8402.78,62.33,1.00,0.00,0.00,1.00,,
9,10000,62.33,9,10000,62.33,1.00,0.00,0.00,1.00,,
9,10000,62.33,13,11736.11,62.33,0.69,-0.16,0.11,0.89,,
9,10000,62.33,13,13611.11,62.33,0.69,-0.16,0.11,0.89,,
9,10000,62.33,21,15625,62.33,0.43,-0.37,0.25,0.75,,
9,10000,62.33,21,17777.78,62.33,0.43,-0.37,0.25,0.75,,
9,10000,62.33,21,20069.44,62.33,0.43,-0.37,0.25,0.75,,
9,10000,62.33,25,22500,62.33,0.36,-0.44,0.30,0.70,,
9,10000,62.33,29,25069.44,62.33,0.31,-0.51,0.35,0.65,,
9,10000,62.33,29,27777.78,62.33,0.31,-0.51,0.35,0.65,,
9,10000,62.33,37,30625,62.33,0.24,-0.61,0.42,0.58,,
9,10000,62.33,37,33611.11,62.33,0.24,-0.61,0.42,0.58,,
9,10000,62.33,45,36736.11,62.33,0.20,-0.70,0.48,0.52,,
9,10000,62.33,45,40000,62.33,0.20,-0.70,0.48,0.52,,
13,11736.11,62.33,9,5625,62.33,1.44,0.16,0.11,0.89,,
13,11736.11,62.33,9,6944.44,62.33,1.44,0.16,0.11,0.89,,
13,11736.11,62.33,9,8402.78,62.33,1.44,0.16,0.11,0.89,,
13,11736.11,62.33,9,10000,62.33,1.44,0.16,0.11,0.89,,
13,11736.11,62.33,13,11736.11,62.33,1.00,0.00,0.00,1.00,,
13,11736.11,62.33,13,13611.11,62.33,1.00,0.00,0.00,1.00,,
13,11736.11,62.33,21,15625,62.33,0.62,-0.21,0.14,0.86,,
13,11736.11,62.33,21,17777.78,62.33,0.62,-0.21,0.14,0.86,,
13,11736.11,62.33,21,20069.44,62.33,0.62,-0.21,0.14,0.86,,
13,11736.11,62.33,25,22500,62.33,0.52,-0.28,0.19,0.81,,
13,11736.11,62.33,29,25069.44,62.33,0.45,-0.35,0.24,0.76,,
13,11736.11,62.33,29,27777.78,62.33,0.45,-0.35,0.24,0.76,,
13,11736.11,62.33,37,30625,62.33,0.35,-0.45,0.31,0.69,,
13,11736.11,62.33,37,33611.11,62.33,0.35,-0.45,0.31,0.69,,
13,11736.11,62.33,45,36736.11,62.33,0.29,-0.54,0.37,0.63,,
13,11736.11,62.33,45,40000,62.33,0.29,-0.54,0.37,0.63,,
13,13611.11,62.33,9,5625,62.33,1.44,0.16,0.11,0.89,,
13,13611.11,62.33,9,6944.44,62.33,1.44,0.16,0.11,0.89,,
13,13611.11,62.33,9,8402.78,62.33,1.44,0.16,0.11,0.89,,
13,13611.11,62.33,9,10000,62.33,1.44,0.16,0.11,0.89,,
13,13611.11,62.33,13,11736.11,62.33,1.00,0.00,0.00,1.00,,
13,13611.11,62.33,13,13611.11,62.33,1.00,0.00,0.00,1.00,,
13,13611.11,62.33,21,15625,62.33,0.62,-0.21,0.14,0.86,,
13,13611.11,62.33,21,17777.78,62.33,0.62,-0.21,0.14,0.86,,
13,13611.11,62.33,21,20069.44,62.33,0.62,-0.21,0.14,0.86,,
13,13611.11,62.33,25,22500,62.33,0.52,-0.28,0.19,0.81,,
13,13611.11,62.33,29,25069.44,62.33,0.45,-0.35,0.24,0.76,,
13,13611.11,62.33,29,27777.78,62.33,0.45,-0.35,0.24,0.76,,
13,13611.11,62.33,37,30625,62.33,0.35,-0.45,0.31,0.69,,
13,13611.11,62.33,37,33611.11,62.33,0.35,-0.45,0.31,0.69,,
13,13611.11,62.33,45,36736.11,62.33,0.29,-0.54,0.37,0.63,,
13,13611.11,62.33,45,40000,62.33,0.29,-0.54,0.37,0.63,,
21,15625,62.33,9,5625,62.33,2.33,0.37,0.25,0.75,,
21,15625,62.33,9,6944.44,62.33,2.33,0.37,0.25,0.75,,
21,15625,62.33,9,8402.78,62.33,2.33,0.37,0.25,0.75,,
21,15625,62.33,9,10000,62.33,2.33,0.37,0.25,0.75,,
21,15625,62.33,13,11736.11,62.33,1.62,0.21,0.14,0.86,,
21,15625,62.33,13,13611.11,62.33,1.62,0.21,0.14,0.86,,
21,15625,62.33,21,15625,62.33,1.00,0.00,0.00,1.00,,
21,15625,62.33,21,17777.78,62.33,1.00,0.00,0.00,1.00,,
21,15625,62.33,21,20069.44,62.33,1.00,0.00,0.00,1.00,,
21,15625,62.33,25,22500,62.33,0.84,-0.08,0.05,0.95,,
21,15625,62.33,29,25069.44,62.33,0.72,-0.14,0.10,0.90,,
21,15625,62.33,29,27777.78,62.33,0.72,-0.14,0.10,0.90,,
21,15625,62.33,37,30625,62.33,0.57,-0.25,0.17,0.83,,
21,15625,62.33,37,33611.11,62.33,0.57,-0.25,0.17,0.83,,
21,15625,62.33,45,36736.11,62.33,0.47,-0.33,0.23,0.77,,
21,15625,62.33,45,40000,62.33,0.47,-0.33,0.23,0.77,,
21,17777.78,62.33,9,5625,62.33,2.33,0.37,0.25,0.75,,
21,17777.78,62.33,9,6944.44,62.33,2.33,0.37,0.25,0.75,,
21,17777.78,62.33,9,8402.78,62.33,2.33,0.37,0.25,0.75,,
21,17777.78,62.33,9,10000,62.33,2.33,0.37,0.25,0.75,,
21,17777.78,62.33,13,11736.11,62.33,1.62,0.21,0.14,0.86,,
21,17777.78,62.33,13,13611.11,62.33,1.62,0.21,0.14,0.86,,
21,17777.78,62.33,21,15625,62.33,1.00,0.00,0.00,1.00,,
21,17777.78,62.33,21,17777.78,62.33,1.00,0.00,0.00,1.00,,
21,17777.78,62.33,21,20069.44,62.33,1.00,0.00,0.00,1.00,,
21,17777.78,62.33,25,22500,62.33,0.84,-0.08,0.05,0.95,,
21,17777.78,62.33,29,25069.44,62.33,0.72,-0.14,0.10,0.90,,
21,17777.78,62.33,29,27777.78,62.33,0.72,-0.14,0.10,0.90,,
21,17777.78,62.33,37,30625,62.33,0.57,-0.25,0.17,0.83,,
21,17777.78,62.33,37,33611.11,62.33,0.57,-0.25,0.17,0.83,,
21,17777.78,62.33,45,36736.11,62.33,0.47,-0.33,0.23,0.77,,
21,17777.78,62.33,45,40000,62.33,0.47,-0.33,0.23,0.77,,
21,20069.44,62.33,9,5625,62.33,2.33,0.37,0.25,0.75,,
21,20069.44,62.33,9,6944.44,62.33,2.33,0.37,0.25,0.75,,
21,20069.44,62.33,9,8402.78,62.33,2.33,0.37,0.25,0.75,,
21,20069.44,62.33,9,10000,62.33,2.33,0.37,0.25,0.75,,
21,20069.44,62.33,13,11736.11,62.33,1.62,0.21,0.14,0.86,,
21,20069.44,62.33,13,13611.11,62.33,1.62,0.21,0.14,0.86,,
21,20069.44,62.33,21,15625,62.33,1.00,0.00,0.00,1.00,,
21,20069.44,62.33,21,17777.78,62.33,1.00,0.00,0.00,1.00,,
21,20069.44,62.33,21,20069.44,62.33,1.00,0.00,0.00,1.00,,
21,20069.44,62.33,25,22500,62.33,0.84,-0.08,0.05,0.95,,
21,20069.44,62.33,29,25069.44,62.33,0.72,-0.14,0.10,0.90,,
21,20069.44,62.33,29,27777.78,62.33,0.72,-0.14,0.10,0.90,,
21,20069.44,62.33,37,30625,62.33,0.57,-0.25,0.17,0.83,,
21,20069.44,62.33,37,33611.11,62.33,0.57,-0.25,0.17,0.83,,
21,20069.44,62.33,45,36736.11,62.33,0.47,-0.33,0.23,0.77,,
21,20069.44,62.33,45,40000,62.33,0.47,-0.33,0.23,0.77,,
25,22500,62.33,9,5625,62.33,2.78,0.44,0.30,0.70,,
25,22500,62.33,9,6944.44,62.33,2.78,0.44,0.30,0.70,,
25,22500,62.33,9,8402.78,62.33,2.78,0.44,0.30,0.70,,
25,22500,62.33,9,10000,62.33,2.78,0.44,0.30,0.70,,
25,22500,62.33,13,11736.11,62.33,1.92,0.28,0.19,0.81,,
25,22500,62.33,13,13611.11,62.33,1.92,0.28,0.19,0.81,,
25,22500,62.33,21,15625,62.33,1.19,0.08,0.05,0.95,,
25,22500,62.33,21,17777.78,62.33,1.19,0.08,0.05,0.95,,
25,22500,62.33,21,20069.44,62.33,1.19,0.08,0.05,0.95,,
25,22500,62.33,25,22500,62.33,1.00,0.00,0.00,1.00,,
25,22500,62.33,29,25069.44,62.33,0.86,-0.06,0.04,0.96,,
25,22500,62.33,29,27777.78,62.33,0.86,-0.06,0.04,0.96,,
25,22500,62.33,37,30625,62.33,0.68,-0.17,0.12,0.88,,
25,22500,62.33,37,33611.11,62.33,0.68,-0.17,0.12,0.88,,
25,22500,62.33,45,36736.11,62.33,0.56,-0.26,0.17,0.83,,
25,22500,62.33,45,40000,62.33,0.56,-0.26,0.17,0.83,,
29,25069.44,62.33,9,5625,62.33,3.22,0.51,0.35,0.65,,
29,25069.44,62.33,9,6944.44,62.33,3.22,0.51,0.35,0.65,,
29,25069.44,62.33,9,8402.78,62.33,3.22,0.51,0.35,0.65,,
29,25069.44,62.33,9,10000,62.33,3.22,0.51,0.35,0.65,,
29,25069.44,62.33,13,11736.11,62.33,2.23,0.35,0.24,0.76,,
29,25069.44,62.33,13,13611.11,62.33,2.23,0.35,0.24,0.76,,
29,25069.44,62.33,21,15625,62.33,1.38,0.14,0.10,0.90,,
29,25069.44,62.33,21,17777.78,62.33,1.38,0.14,0.10,0.90,,
29,25069.44,62.33,21,20069.44,62.33,1.38,0.14,0.10,0.90,,
29,25069.44,62.33,25,22500,62.33,1.16,0.06,0.04,0.96,,
29,25069.44,62.33,29,25069.44,62.33,1.00,0.00,0.00,1.00,,
29,25069.44,62.33,29,27777.78,62.33,1.00,0.00,0.00,1.00,,
29,25069.44,62.33,37,30625,62.33,0.78,-0.11,0.07,0.93,,
29,25069.44,62.33,37,33611.11,62.33,0.78,-0.11,0.07,0.93,,
29,25069.44,62.33,45,36736.11,62.33,0.64,-0.19,0.13,0.87,,
29,25069.44,62.33,45,40000,62.33,0.64,-0.19,0.13,0.87,,
29,27777.78,62.33,9,5625,62.33,3.22,0.51,0.35,0.65,,
29,27777.78,62.33,9,6944.44,62.33,3.22,0.51,0.35,0.65,,
29,27777.78,62.33,9,8402.78,62.33,3.22,0.51,0.35,0.65,,
29,27777.78,62.33,9,10000,62.33,3.22,0.51,0.35,0.65,,
29,27777.78,62.33,13,11736.11,62.33,2.23,0.35,0.24,0.76,,
29,27777.78,62.33,13,13611.11,62.33,2.23,0.35,0.24,0.76,,
29,27777.78,62.33,21,15625,62.33,1.38,0.14,0.10,0.90,,
29,27777.78,62.33,21,17777.78,62.33,1.38,0.14,0.10,0.90,,
29,27777.78,62.33,21,20069.44,62.33,1.38,0.14,0.10,0.90,,
29,27777.78,62.33,25,22500,62.33,1.16,0.06,0.04,0.96,,
29,27777.78,62.33,29,25069.44,62.33,1.00,0.00,0.00,1.00,,
29,27777.78,62.33,29,27777.78,62.33,1.00,0.00,0.00,1.00,,
29,27777.78,62.33,37,30625,62.33,0.78,-0.11,0.07,0.93,,
29,27777.78,62.33,37,33611.11,62.33,0.78,-0.11,0.07,0.93,,
29,27777.78,62.33,45,36736.11,62.33,0.64,-0.19,0.13,0.87,,
29,27777.78,62.33,45,40000,62.33,0.64,-0.19,0.13,0.87,,
37,30625,62.33,9,5625,62.33,4.11,0.61,0.42,0.58,,
37,30625,62.33,9,6944.44,62.33,4.11,0.61,0.42,0.58,,
37,30625,62.33,9,8402.78,62.33,4.11,0.61,0.42,0.58,,
37,30625,62.33,9,10000,62.33,4.11,0.61,0.42,0.58,,
37,30625,62.33,13,11736.11,62.33,2.85,0.45,0.31,0.69,,
37,30625,62.33,13,13611.11,62.33,2.85,0.45,0.31,0.69,,
37,30625,62.33,21,15625,62.33,1.76,0.25,0.17,0.83,,
